key,Bulk 1,Bulk 2,Bulk 3,Bulk 4,Bulk 5,Bulk 6,Bulk 7,Bulk 8,Bulk 9,Bulk 10,Bulk 11,Bulk 12,Bulk 13,Bulk 14,Bulk 15
2500,,,2019-08-10 14:23:14,,,,,,,,,2019-08-10 14:17:39,,2019-08-10 14:27:12,2019-08-10 14:23:14
2501,,,2019-08-10 15:07:05,,,,,,,,,2019-08-10 15:24:06,,2019-08-10 15:21:26,2019-08-10 15:09:41
2502,,,2019-08-10 15:50:25,,,,,,,,,,,2019-08-10 16:01:12,
2503,,,2019-08-10 16:41:48,,,,,,,,,2019-08-10 16:31:00,,2019-08-10 17:05:40,2019-08-10 16:54:46
2504,,,,,,,,,,,,2019-08-10 18:00:20,,2019-08-10 17:58:12,2019-08-10 17:46:16
2505,,,,,,,,,,,,2019-08-10 18:48:04,,2019-08-10 18:45:23,2019-08-10 18:38:34
2506,,,,2019-08-10 19:39:29,,,,,,,,,,2019-08-10 19:36:30,2019-08-10 19:32:56
2507,,,,,,,,,,,,,,2019-08-10 20:20:47,2019-08-10 20:17:27
2508,,,,2019-08-10 21:22:17,,,,,,,,,,2019-08-10 21:18:47,2019-08-10 21:12:30
2509,,,2019-08-10 22:12:11,,,2019-08-10 22:08:00,,,,,,2019-08-10 22:02:44,,2019-08-10 21:55:08,2019-08-10 21:49:47
2510,,,2019-08-10 22:56:00,,,2019-08-10 22:51:49,,,,,,2019-08-10 22:46:56,,2019-08-10 22:44:05,2019-08-10 22:38:21
2511,,,2019-08-10 23:45:16,,,2019-08-10 23:39:31,,,,,,2019-08-10 23:34:06,,2019-08-10 23:26:01,2019-08-10 23:21:51
2512,,,,,,2019-08-10 23:59:15,,,,,,2019-08-11 00:08:49,,2019-08-11 00:06:04,2019-08-10 23:59:15
2513,,,2019-08-11 00:42:51,,,2019-08-11 00:41:26,,,,,,,,2019-08-11 00:36:24,2019-08-11 00:31:41
2514,,,2019-08-11 01:06:32,,,2019-08-11 01:38:37,,,,,,2019-08-11 01:34:59,,2019-08-11 01:26:01,2019-08-11 01:20:45
2515,2019-08-11 02:14:16,,2019-08-11 02:33:10,,,2019-08-11 02:28:20,,,,,,,,2019-08-11 02:23:43,2019-08-11 02:14:16
2516,,,,,,2019-08-11 02:59:38,,,,,2019-08-11 03:14:52,2019-08-11 03:10:08,,2019-08-11 03:06:38,2019-08-11 02:59:38
2517,,,,,,2019-08-11 04:07:19,,,,,,,,2019-08-11 04:04:21,
2518,,,,,,2019-08-11 04:43:49,,,,,2019-08-11 04:38:50,,,2019-08-11 04:33:48,
2519,,,,,,2019-08-11 05:16:01,,,,,2019-08-11 05:21:01,,,2019-08-11 05:16:01,
2520,,,,,,2019-08-11 06:12:21,,,,,2019-08-11 06:04:28,,,2019-08-11 05:51:24,
2521,,,,,,2019-08-11 06:50:51,,,,,,,,2019-08-11 06:44:57,
2522,,,,,,2019-08-11 07:31:05,,,,,,,,2019-08-11 07:22:02,
2523,,,2019-08-11 08:04:59,,,,,,,,,,,2019-08-11 07:56:58,
2524,,,,,,,,,,,,2019-08-11 09:35:14,,2019-08-11 09:27:38,2019-08-11 09:22:51
2525,,,2019-08-11 10:20:42,,,2019-08-11 10:20:42,,,,,,2019-08-11 10:13:49,,2019-08-11 10:10:19,2019-08-11 09:57:53
2526,,,2019-08-11 11:07:01,,,,,,,,,2019-08-11 11:04:31,,2019-08-11 10:57:53,2019-08-11 10:51:47
2527,,,2019-08-11 11:34:52,,,,,,,,,2019-08-11 11:34:52,,2019-08-11 11:34:52,2019-08-11 11:34:52
2528,,,2019-08-11 12:56:56,,,,,,,,,,,,
2529,,,,,,,,,,,,2019-08-11 13:16:44,,2019-08-11 13:16:44,2019-08-11 13:09:38
2530,,,2019-08-11 14:23:13,,,,,,,,,2019-08-11 14:18:46,,2019-08-11 14:15:24,2019-08-11 14:08:00
2531,,,,,,,,,,,,2019-08-11 14:50:31,,2019-08-11 14:50:31,2019-08-11 14:45:35
2532,,,2019-08-11 15:25:43,,,,,,,,,2019-08-11 15:29:02,,2019-08-11 15:25:43,2019-08-11 15:18:40
2533,,,,,,2019-08-11 15:48:45,,,,,,2019-08-11 16:11:54,,2019-08-11 16:11:54,2019-08-11 15:54:20
2534,,,2019-08-11 16:27:29,,,2019-08-11 16:43:42,,,,,2019-08-11 16:27:29,,,2019-08-11 16:27:29,
2535,,,,,,2019-08-11 17:02:09,,,,,,2019-08-11 17:02:09,,2019-08-11 17:13:47,2019-08-11 17:02:09
2536,,,,,,2019-08-11 17:39:11,,,,,,,,,
2537,,,,,,2019-08-11 18:58:26,,,,,,,,,
2538,,,2019-08-11 19:23:57,,,,,,,,,2019-08-11 19:50:40,,2019-08-11 19:39:59,
2539,,,2019-08-11 20:13:50,,,,,,,,,2019-08-11 20:36:26,,2019-08-11 20:30:37,2019-08-11 20:28:26
2540,,,2019-08-11 21:54:09,,,2019-08-11 22:12:17,,,,,,2019-08-11 22:07:32,,2019-08-11 22:04:27,2019-08-11 21:54:09
2541,,,,,,2019-08-11 22:51:04,,,,,2019-08-11 22:46:02,,,2019-08-11 22:42:47,2019-08-11 22:37:05
2542,,,,,,2019-08-11 23:27:28,,,,,,,,2019-08-11 23:23:46,2019-08-11 23:18:56
2543,,,,,,2019-08-12 02:40:46,,,,,2019-08-12 03:20:19,,,2019-08-12 03:15:34,
2544,,,2019-08-12 04:18:53,,,,,,,,,2019-08-12 04:16:50,,2019-08-12 04:12:55,2019-08-12 04:06:19
2545,,,2019-08-12 04:55:25,,,,,,,,,2019-08-12 04:55:25,,2019-08-12 04:51:50,2019-08-12 04:35:13
2546,,,2019-08-12 05:38:09,,,2019-08-12 05:38:09,,,,,2019-08-12 05:35:47,2019-08-12 05:30:56,,2019-08-12 05:23:19,2019-08-12 05:15:01
2547,,,2019-08-12 06:33:46,,,2019-08-12 06:39:31,,,,,2019-08-12 06:52:27,2019-08-12 06:52:27,,2019-08-12 06:47:39,2019-08-12 06:39:31
2548,,,2019-08-12 07:44:23,,,,,,,,,2019-08-12 07:39:28,,2019-08-12 07:36:17,2019-08-12 07:26:39
2549,,,2019-08-12 08:03:22,,,,,,,,,2019-08-12 08:13:00,,2019-08-12 08:09:15,2019-08-12 08:03:22
2550,,,,,,,,,,,,2019-08-12 08:29:22,,2019-08-12 08:39:19,2019-08-12 08:39:19
2551,,,2019-08-12 08:54:06,,,,,,,,,2019-08-12 09:14:15,,2019-08-12 09:07:25,2019-08-12 09:02:46
2552,,,2019-08-12 10:06:46,,,,,,,,2019-08-12 10:18:47,2019-08-12 10:06:46,,2019-08-12 09:57:13,2019-08-12 09:51:24
2553,,,2019-08-12 10:42:31,,,,,,,,,2019-08-12 10:58:04,,2019-08-12 10:54:13,2019-08-12 10:49:52
2554,,,2019-08-12 12:00:14,,,,,,,,,2019-08-12 12:22:19,,2019-08-12 12:12:12,2019-08-12 12:00:14
2555,,,2019-08-12 13:15:00,,,,,,,,,2019-08-12 13:09:37,,2019-08-12 13:06:12,2019-08-12 12:59:53
2556,,,,,,,,,,,,2019-08-12 14:33:27,,2019-08-12 14:29:12,2019-08-12 14:17:55
2557,,,,,,,,,,,,2019-08-12 15:34:55,,2019-08-12 15:18:26,2019-08-12 15:12:45
2558,2019-08-12 15:51:11,,,,,,,,,,,2019-08-12 16:03:32,,2019-08-12 15:57:03,2019-08-12 15:51:11
2559,,,,,,,,,,,,2019-08-12 16:42:24,,2019-08-12 16:42:24,2019-08-12 16:37:14
2560,,,2019-08-12 18:02:10,,,,,,,,,2019-08-12 17:57:09,,2019-08-12 17:53:34,2019-08-12 17:48:26
2561,,,,2019-08-12 19:18:36,,,,,,,,2019-08-12 19:15:57,,2019-08-12 19:09:57,2019-08-12 19:03:12
2562,2019-08-12 19:51:09,2019-08-12 21:42:20,,2019-08-12 21:23:19,2019-08-12 21:20:02,,2019-08-12 20:24:56,,,,,,,,
2563,2019-08-12 23:16:11,2019-08-12 21:48:11,,2019-08-12 23:16:11,2019-08-12 22:28:59,,2019-08-12 22:25:23,,,,,,,,
2564,2019-08-13 01:07:34,2019-08-13 01:01:50,,2019-08-13 00:42:05,2019-08-12 23:49:50,,2019-08-12 23:46:35,,,,,,,,
2565,2019-08-13 01:36:24,2019-08-13 02:46:14,,2019-08-13 01:48:27,2019-08-13 01:45:01,,2019-08-13 01:36:24,,,,,,,,
2566,2019-08-13 04:37:28,2019-08-13 04:37:28,,2019-08-13 04:37:28,2019-08-13 04:23:23,,2019-08-13 04:19:43,,,,,,,,
2567,2019-08-13 07:29:19,2019-08-13 07:26:20,,,,,2019-08-13 07:20:46,,,,,,,,
2568,2019-08-13 09:18:00,2019-08-13 09:14:04,,2019-08-13 09:04:20,2019-08-13 08:05:11,,,,,,,,,,
2569,2019-08-13 10:02:17,2019-08-13 09:55:35,,,2019-08-13 09:51:02,,2019-08-13 09:39:09,,,,,,,,
2570,2019-08-13 12:02:20,2019-08-13 11:47:39,,2019-08-13 11:29:34,2019-08-13 11:04:10,,2019-08-13 11:01:00,,,,,2019-08-13 10:49:27,,,
2571,,,,,,2019-08-13 13:09:12,,,,,,,,2019-08-13 13:06:12,
2572,,,2019-08-13 14:07:53,,,2019-08-13 14:17:18,,,,,2019-08-13 14:10:57,2019-08-13 14:07:53,,2019-08-13 13:58:41,2019-08-13 13:50:02
2573,,,,2019-08-13 14:55:21,,,,,,,,2019-08-13 14:55:21,,2019-08-13 14:46:32,2019-08-13 14:40:02
2574,,,,2019-08-13 15:20:42,,,,,,,,2019-08-13 15:31:15,,2019-08-13 15:31:15,2019-08-13 15:26:35
2575,,,2019-08-13 16:28:22,,,,,,,,,,,2019-08-13 16:18:59,
2576,,,2019-08-13 17:28:09,,,2019-08-13 17:24:18,,,,,2019-08-13 17:18:52,2019-08-13 17:05:23,,2019-08-13 17:00:07,
2577,,,2019-08-13 18:19:24,,,,,,,,,2019-08-13 18:40:16,,2019-08-13 18:34:57,
2578,,,,,,,,,,,2019-08-13 19:39:29,2019-08-13 19:43:11,,2019-08-13 19:39:29,2019-08-13 19:33:40
2579,,,,,,,,,,,2019-08-13 20:51:12,2019-08-13 20:46:38,,2019-08-13 20:43:08,
2580,,,,,,,,,,,2019-08-13 21:26:01,2019-08-13 21:36:58,,2019-08-13 21:31:28,2019-08-13 21:26:01
2581,,,2019-08-13 22:02:53,,,2019-08-13 21:52:25,,,,,2019-08-13 22:09:13,2019-08-13 21:52:25,,2019-08-13 22:09:13,2019-08-13 22:02:53
2582,,,,2019-08-13 22:23:13,,,,,,,,,,,
2583,,,,,,,,,,,,2019-08-13 23:17:57,,2019-08-13 23:17:57,2019-08-13 23:14:14
2584,,,2019-08-14 00:07:31,2019-08-13 23:57:11,,,,,,,,2019-08-13 23:52:18,,2019-08-13 23:48:24,2019-08-13 23:42:47
2585,,,2019-08-14 00:42:55,,,,,,,,,2019-08-14 00:36:22,,2019-08-14 00:32:14,2019-08-14 00:26:03
2586,,,2019-08-14 01:14:10,,,,,,,,,,,,
2587,,,2019-08-14 01:52:40,2019-08-14 01:56:30,,,,,,,,2019-08-14 01:52:40,,2019-08-14 01:46:27,2019-08-14 01:41:27
2588,,,2019-08-14 02:26:30,,,,,,,,,2019-08-14 02:35:58,,2019-08-14 02:26:30,2019-08-14 02:20:29
2589,,,2019-08-14 02:52:13,2019-08-14 02:52:13,,,,,,,,2019-08-14 03:06:01,,2019-08-14 02:56:35,2019-08-14 02:52:13
2590,,,2019-08-14 03:16:38,2019-08-14 03:36:06,,,,,,,,,,2019-08-14 03:26:20,
2591,2019-08-14 03:53:23,,,,,2019-08-14 03:53:23,,,,,,2019-08-14 04:13:47,,2019-08-14 03:53:23,2019-08-14 03:53:23
2592,,,,,,2019-08-14 05:15:12,,,,,,,,2019-08-14 05:15:12,
2593,2019-08-14 07:06:34,,,,,2019-08-14 06:51:12,,,,,,,,2019-08-14 06:36:52,
2594,,,,,,2019-08-14 07:42:28,,,,,,2019-08-14 07:47:54,,2019-08-14 07:42:28,2019-08-14 07:38:32
2596,,,,,,2019-08-14 08:12:45,,,,,2019-08-14 08:27:26,2019-08-14 08:12:45,,2019-08-14 08:34:55,2019-08-14 08:27:26
2597,2019-08-14 09:12:31,,,,,2019-08-14 09:12:31,,,,,,,,2019-08-14 09:12:31,
2598,,,,,,2019-08-14 09:33:34,,,,,,,,2019-08-14 09:25:44,
2601,,,2019-08-14 11:23:12,,,,,,,,,,,2019-08-14 11:17:44,2019-08-14 11:11:40
2602,,,2019-08-14 11:56:11,,,,,,,,,2019-08-14 11:56:11,,2019-08-14 11:51:58,2019-08-14 11:46:05
2603,,,,,,,,,,,,2019-08-14 12:16:27,,2019-08-14 12:27:22,2019-08-14 12:16:27
2604,,,2019-08-14 13:32:19,,,,,,,,,2019-08-14 13:16:52,,2019-08-14 13:11:48,2019-08-14 13:02:56
2605,,,,,,2019-08-14 14:16:32,,,,,2019-08-14 14:10:22,,,2019-08-14 14:00:39,
2606,2019-08-14 15:38:48,,2019-08-14 15:36:27,,,2019-08-14 15:22:19,,,,,,2019-08-14 15:15:43,,2019-08-14 15:10:42,
2607,2019-08-14 16:26:27,,,,,,,,,,,2019-08-14 16:20:30,,2019-08-14 16:13:37,
2609,2019-08-14 18:07:06,,,,,2019-08-14 18:16:49,,,,,2019-08-14 17:53:38,2019-08-14 18:16:49,,2019-08-14 18:07:06,2019-08-14 18:16:49
2610,,,2019-08-14 19:26:12,,,,,,,,,2019-08-14 19:11:38,,2019-08-14 19:07:45,2019-08-14 18:37:32
2611,,,,,,,,,,,,2019-08-14 19:59:21,,2019-08-14 19:52:58,
2612,,,2019-08-14 20:47:20,,,,,,,,,2019-08-14 20:40:17,,2019-08-14 20:37:10,2019-08-14 20:30:36
2613,,,2019-08-14 21:49:17,2019-08-14 21:36:44,,,,,,,,2019-08-14 21:31:14,,2019-08-14 21:24:35,2019-08-14 21:12:00
2614,,,,2019-08-14 22:24:27,,,,,,,,2019-08-14 22:31:01,,2019-08-14 22:31:01,2019-08-14 22:24:27
2615,,,,2019-08-14 22:50:56,,,,,,,,2019-08-14 23:09:25,,2019-08-14 23:05:02,2019-08-14 22:58:34
2616,,,,,,,,,,2019-08-14 23:20:47,,2019-08-14 23:36:46,,2019-08-14 23:32:54,2019-08-14 23:26:10
2617,,,2019-08-15 00:13:22,,,,,,,2019-08-15 00:05:05,,,,,
2618,,,,2019-08-15 01:14:33,,,,,,2019-08-15 01:09:17,,2019-08-15 00:57:23,,2019-08-15 00:52:46,2019-08-15 00:44:58
2619,,,,2019-08-15 01:39:57,,,,,,2019-08-15 01:39:57,,2019-08-15 01:34:03,,2019-08-15 01:39:57,2019-08-15 01:34:03
2620,,,,2019-08-15 02:13:39,,,,,,,,2019-08-15 02:09:19,,2019-08-15 02:13:39,2019-08-15 02:09:19
2621,,,,2019-08-15 02:45:26,,,,,,,,,,,
2622,,,2019-08-15 03:06:59,,,2019-08-15 03:36:05,,,,,2019-08-15 03:24:52,,,2019-08-15 03:12:31,
2623,,,,,,2019-08-15 04:51:27,,,,,2019-08-15 04:39:27,2019-08-15 04:56:27,,2019-08-15 04:51:27,2019-08-15 04:46:18
2624,,,,,,,,,,,,2019-08-15 05:48:05,,2019-08-15 05:44:38,
2626,,,,,,,,,,,,,,2019-08-15 06:46:00,
2627,,,,,,,,,,,,,,2019-08-15 07:17:37,
2629,,,,,,,,,,,,,,2019-08-15 08:35:39,
2630,,,,,,,,,,,,2019-08-15 10:23:02,,2019-08-15 10:20:47,2019-08-15 10:14:33
2631,,,2019-08-15 12:13:11,,,2019-08-15 12:02:44,,,,,,2019-08-15 12:00:03,,2019-08-15 11:54:18,2019-08-15 11:39:47
2632,,,2019-08-15 13:20:09,,,2019-08-15 13:16:20,,,,,,,,2019-08-15 13:09:26,2019-08-15 13:04:53
2633,,,2019-08-15 14:29:14,,,2019-08-15 14:32:08,,,,,,2019-08-15 14:29:14,,2019-08-15 14:19:47,2019-08-15 14:08:27
2634,,,2019-08-15 15:28:27,,,2019-08-15 15:26:15,,,,,,,,2019-08-15 15:21:45,
2635,,,2019-08-15 16:03:29,,,2019-08-15 15:59:52,,,,,,2019-08-15 15:55:46,,2019-08-15 15:53:40,2019-08-15 15:49:39
2636,,,2019-08-15 16:44:55,,,2019-08-15 16:41:41,,,,,,,,2019-08-15 16:39:34,2019-08-15 16:35:06
2637,,,2019-08-15 17:39:11,,,2019-08-15 17:31:28,,,,,,,,2019-08-15 17:27:15,
2638,,,2019-08-15 18:31:05,,,,,,,,,,,2019-08-15 18:25:12,
2639,,,,,,,,,,2019-08-15 20:10:01,,2019-08-15 20:10:01,,2019-08-15 19:52:25,2019-08-15 19:44:11
2640,,,,2019-08-15 20:55:05,,,,,,,,2019-08-15 20:55:05,,2019-08-15 20:42:09,2019-08-15 20:33:36
2641,,,2019-08-15 22:09:13,2019-08-15 22:05:21,,,,,,,,2019-08-15 21:53:04,,2019-08-15 21:44:37,2019-08-15 21:27:49
2642,,,2019-08-15 23:10:08,,,,,,,,,2019-08-15 23:01:08,,2019-08-15 22:56:24,2019-08-15 22:48:09
2643,,,,2019-08-15 23:41:27,,,,,,,,2019-08-16 00:02:46,,2019-08-15 23:48:25,2019-08-15 23:41:27
2644,,,2019-08-16 01:07:52,,,,,,,,,,,2019-08-16 01:07:52,
2645,,,2019-08-16 01:38:45,2019-08-16 01:46:58,,,,,,,,2019-08-16 02:05:03,,2019-08-16 01:53:37,2019-08-16 01:46:58
2646,,,2019-08-16 03:06:09,2019-08-16 03:02:51,,,,,,,,2019-08-16 02:55:28,,2019-08-16 02:46:23,2019-08-16 02:41:19
2647,,,2019-08-16 05:23:17,,,,,,2019-08-16 05:19:14,,,,,2019-08-16 05:01:17,
2648,,,2019-08-16 06:18:00,,,,,,2019-08-16 06:07:48,,,,,2019-08-16 06:03:03,
2649,,,2019-08-16 07:24:40,,,,,,2019-08-16 07:20:13,,,,,2019-08-16 07:13:08,
2650,,,2019-08-16 07:46:20,2019-08-16 07:39:37,,,,,2019-08-16 07:52:37,,,,,2019-08-16 08:00:01,
2651,,,2019-08-16 08:40:51,,,,,,2019-08-16 08:40:51,,,,,2019-08-16 08:40:51,
2652,,,2019-08-16 09:18:29,,,,,,2019-08-16 09:11:56,,,,,2019-08-16 09:07:07,
2653,,,,,,,,,,,,,,2019-08-16 10:04:39,
2654,,,,,,2019-08-16 10:24:10,,,,,,,,2019-08-16 10:24:10,2019-08-16 10:42:21
2655,,,,,,2019-08-16 11:43:30,,,,,2019-08-16 11:49:05,,,2019-08-16 11:43:30,
2656,,,,,,2019-08-16 13:43:17,,,,,2019-08-16 13:36:53,2019-08-16 13:24:48,,2019-08-16 13:20:12,2019-08-16 12:58:51
2657,,,,,,2019-08-16 15:19:26,,,,,,,,2019-08-16 15:15:54,
2658,,,2019-08-16 15:43:33,,,,,,,,,,,2019-08-16 15:40:57,
2659,,,,,,2019-08-16 16:24:37,,,,,,,,2019-08-16 16:20:59,2019-08-16 16:15:36
2660,,,,,,,,,,,,2019-08-16 18:12:28,,2019-08-16 18:06:11,2019-08-16 17:59:36
2661,,,,,,2019-08-16 19:28:01,,,,,,2019-08-16 19:20:12,,2019-08-16 19:15:54,2019-08-16 19:08:26
2662,,,2019-08-16 20:06:50,,,2019-08-16 19:57:13,,,,,,,,2019-08-16 19:54:20,
2663,,,2019-08-16 20:33:45,,,2019-08-16 20:52:00,,,,,,2019-08-16 20:52:00,,2019-08-16 20:44:49,2019-08-16 20:33:45
2664,,,2019-08-16 21:24:33,,,2019-08-16 21:20:37,,,,,,,,2019-08-16 21:14:20,2019-08-16 21:10:16
2665,,,,,,2019-08-16 21:50:44,,,,,,,,2019-08-16 21:44:24,
2666,,,,,,2019-08-16 22:18:17,,,,,2019-08-16 22:25:25,2019-08-16 22:25:25,,2019-08-16 22:18:17,2019-08-16 22:13:09
2667,,,,,,2019-08-16 22:52:28,,,,,,,,2019-08-16 22:47:01,2019-08-16 22:39:47
2668,,,,,,2019-08-16 23:24:23,,,,,2019-08-16 23:24:23,2019-08-16 23:24:23,,2019-08-16 23:21:48,2019-08-16 23:16:33
2669,,,,,,,,,,,,2019-08-16 23:35:18,,2019-08-16 23:48:59,2019-08-16 23:41:28
2670,,,,,,2019-08-17 00:20:00,,,,,,,,2019-08-17 00:17:26,
2671,,,,,,2019-08-17 01:14:04,,,,,2019-08-17 01:16:25,2019-08-17 01:14:04,,,2019-08-17 01:07:49
2672,,,,,,2019-08-17 01:55:02,,,,,2019-08-17 01:45:04,,,2019-08-17 01:41:36,
2673,,,,,,2019-08-17 02:57:31,,,,,,,,2019-08-17 02:20:50,
2674,,,,,,2019-08-17 03:59:36,,,,,2019-08-17 03:49:17,,,2019-08-17 03:31:21,
2675,,,2019-08-17 04:14:14,,2019-08-17 04:59:15,,,,,,,2019-08-17 04:49:32,,2019-08-17 04:42:48,2019-08-17 04:30:12
2676,,,2019-08-17 05:36:00,,2019-08-17 05:36:00,,,,,,,,,2019-08-17 05:33:02,
2677,,,2019-08-17 05:54:43,,2019-08-17 06:00:38,,,,,,,2019-08-17 06:00:38,,2019-08-17 05:44:44,2019-08-17 06:00:38
2678,,,2019-08-17 06:24:01,,,,,,,,,2019-08-17 06:15:36,,2019-08-17 06:24:01,2019-08-17 06:40:15
2679,,,,,,2019-08-17 07:03:19,,,,,2019-08-17 07:03:19,2019-08-17 07:14:44,,2019-08-17 07:11:52,2019-08-17 07:03:19
2680,,,2019-08-17 07:48:38,,,,,,,,,2019-08-17 07:33:34,,2019-08-17 07:48:38,2019-08-17 07:40:24
2681,,,2019-08-17 08:17:59,,,,,,,,,2019-08-17 08:17:59,,2019-08-17 08:17:59,2019-08-17 08:11:08
2682,,,2019-08-17 08:33:39,,,,,,,,,2019-08-17 08:43:33,,2019-08-17 08:54:58,2019-08-17 08:50:37
2684,,,2019-08-17 09:57:34,,,,,,,,,,,2019-08-17 09:52:39,
2685,,,,2019-08-17 10:26:22,,,,,,,,,,2019-08-17 10:37:33,
2686,,,2019-08-17 11:06:21,2019-08-17 11:06:21,,,,,,,,,,2019-08-17 11:00:03,
2687,,,2019-08-17 12:32:33,,,,,,,,,2019-08-17 12:30:22,,2019-08-17 12:12:59,2019-08-17 12:06:05
2688,,,,,,,,,,,,2019-08-17 13:39:34,,2019-08-17 13:31:17,2019-08-17 12:54:29
2689,,,,,,,,,,,,2019-08-17 14:19:09,,2019-08-17 14:16:36,2019-08-17 14:08:02
2690,,,,,,,,,,,,2019-08-17 14:41:06,,2019-08-17 14:50:25,2019-08-17 14:50:25
2691,,,,,,,,,,,,2019-08-17 15:28:42,,2019-08-17 15:24:17,2019-08-17 15:15:21
2692,,,2019-08-17 16:07:14,,,,,,,,,2019-08-17 16:07:14,,2019-08-17 16:07:14,2019-08-17 16:07:14
2693,,,2019-08-17 16:44:51,,,,,,,,,2019-08-17 16:39:43,,2019-08-17 16:35:52,2019-08-17 16:29:26
2694,,,,,,,,,,,,2019-08-17 17:15:15,,2019-08-17 17:09:47,2019-08-17 17:03:07
2695,,,,,,,,,,,,2019-08-17 17:44:31,,2019-08-17 17:44:31,2019-08-17 17:37:36
2696,,,,,,,,,,,,2019-08-17 18:15:04,,2019-08-17 18:15:04,2019-08-17 18:04:20
2697,,,2019-08-17 19:04:31,,,,,,,,,2019-08-17 19:04:31,,2019-08-17 19:08:40,2019-08-17 19:04:31
2698,,,,,,,,,,,,2019-08-17 22:28:57,,2019-08-17 22:25:16,2019-08-17 22:19:26
2699,,,2019-08-17 23:24:07,,,,,,,,,,,,
2700,,,2019-08-18 00:23:32,,,,,,,,,2019-08-18 00:18:39,,2019-08-18 00:13:37,2019-08-18 00:09:45
2701,,,2019-08-18 01:08:56,,,,,,,,,2019-08-18 01:08:56,,2019-08-18 01:06:36,2019-08-18 00:54:31
2702,,,2019-08-18 01:49:13,,,,,,,,,,,2019-08-18 01:45:27,
2703,,,,,,,,,,,,2019-08-18 02:01:04,,2019-08-18 02:24:05,2019-08-18 02:15:00
2704,,,2019-08-18 03:12:16,,,,,,,,,,,2019-08-18 03:06:39,
2705,,,2019-08-18 03:20:19,,,,,,,,,2019-08-18 03:20:19,,2019-08-18 03:20:19,2019-08-18 03:42:16
2706,,,2019-08-18 04:28:54,,,,,,,,,2019-08-18 04:23:41,,2019-08-18 04:18:56,
2707,,,2019-08-18 05:07:43,,,,,,,,2019-08-18 05:07:43,2019-08-18 05:18:55,,2019-08-18 05:12:47,2019-08-18 05:07:43
2708,,,2019-08-18 05:55:39,,,,,,,,,2019-08-18 05:51:14,,2019-08-18 05:45:17,2019-08-18 05:39:42
2709,,,2019-08-18 06:38:45,,,,,,,,,2019-08-18 06:38:45,,2019-08-18 06:33:57,2019-08-18 06:26:22
2710,,,2019-08-18 07:28:05,,,,,,,,,2019-08-18 07:22:04,,2019-08-18 07:17:19,2019-08-18 07:11:28
2711,,,2019-08-18 07:57:10,,,,,,,,,2019-08-18 08:01:28,,2019-08-18 07:57:10,2019-08-18 07:50:56
2712,,,,,,2019-08-18 08:53:23,,,,,,2019-08-18 08:49:11,,2019-08-18 08:42:58,2019-08-18 08:36:35
2713,,,2019-08-18 10:18:37,,,,,,,,,2019-08-18 10:00:16,,2019-08-18 10:24:47,2019-08-18 10:18:37
2714,,,2019-08-18 11:14:08,,,,,,,,,2019-08-18 11:11:18,,2019-08-18 11:05:02,2019-08-18 11:01:07
2715,,,2019-08-18 12:15:45,,,,,,,,,2019-08-18 12:11:23,,2019-08-18 12:03:28,2019-08-18 11:57:08
2716,,,2019-08-18 12:23:50,,,,,,,,,2019-08-18 12:43:39,,2019-08-18 12:41:48,2019-08-18 12:38:35
2717,,,2019-08-18 13:23:16,,,,,,,,,2019-08-18 13:17:41,,2019-08-18 13:14:07,2019-08-18 13:09:21
2718,,,2019-08-18 14:04:34,,,,,,,,,2019-08-18 13:59:44,,2019-08-18 13:56:40,2019-08-18 13:49:42
2719,,,2019-08-18 14:26:07,,,,,,,,,2019-08-18 14:40:54,,2019-08-18 14:38:14,2019-08-18 14:33:30
2720,,,2019-08-18 14:58:46,,,,,,,,,2019-08-18 15:17:31,,2019-08-18 15:11:21,2019-08-18 15:06:36
2721,,,,,,,,,,,,2019-08-18 16:01:36,,2019-08-18 15:59:12,2019-08-18 15:54:38
2722,,,2019-08-18 16:46:04,,,,,,,,,2019-08-18 16:42:25,,2019-08-18 16:35:43,2019-08-18 16:32:38
2723,,,2019-08-18 17:22:27,,,,,,,,,2019-08-18 17:22:27,,2019-08-18 17:26:41,2019-08-18 17:22:27
2724,,,2019-08-18 18:09:49,,,,,,,,,2019-08-18 18:02:30,,2019-08-18 17:55:04,2019-08-18 17:51:10
2725,,,2019-08-18 18:51:41,,,,,,,,,2019-08-18 18:48:59,,2019-08-18 18:45:04,2019-08-18 18:40:18
2726,,,,,,,,,,,,2019-08-18 19:38:47,,2019-08-18 19:35:29,2019-08-18 19:29:49
2727,,,2019-08-18 20:34:02,,,,,,,,,2019-08-18 20:26:47,,2019-08-18 20:15:13,2019-08-18 20:09:12
2728,,,2019-08-18 21:13:03,,,,,,,,,2019-08-18 21:20:02,,2019-08-18 21:13:03,2019-08-18 20:59:33
2729,,,,,,,,,,,,2019-08-18 21:58:32,,2019-08-18 21:58:32,2019-08-18 21:51:59
2730,,,,2019-08-18 23:46:06,,,,,,,,2019-08-18 23:39:03,,2019-08-18 23:33:37,2019-08-18 23:20:21
2731,,,2019-08-19 00:31:47,,,,,,,,,2019-08-19 00:54:29,,2019-08-19 00:48:14,2019-08-19 00:38:42
2732,2019-08-19 02:38:32,,,2019-08-19 02:33:02,,,,,,,,2019-08-19 02:27:28,,2019-08-19 02:21:49,2019-08-19 02:16:27
