key,Wire 1,Wire 2,Wire 3,Wire 4,Wire 5,Wire 6,Wire 7,Wire 8,Wire 9
1586,2019-07-02 01:06:09,2019-07-02 01:01:32,,,,,,,
1587,2019-07-02 01:35:41,2019-07-02 01:28:10,,,,,,,
1588,2019-07-02 02:16:20,,,,,,,,
1589,2019-07-02 02:29:03,,,,,,,,
1590,2019-07-02 03:23:31,,,,,,,,
1591,2019-07-02 04:15:12,,,,,,,,
1592,2019-07-02 05:04:52,,,,,,,,
1593,2019-07-02 06:14:13,2019-07-02 06:01:28,,,,,,,
1594,2019-07-02 06:49:09,2019-07-02 06:41:28,,,,,,,
1595,2019-07-02 07:51:07,2019-07-02 07:43:28,,,,,,,
1596,2019-07-02 08:32:05,2019-07-02 08:21:47,,,,,,,
1597,2019-07-02 09:37:42,2019-07-02 09:26:33,,,,,,,
1598,2019-07-02 10:05:59,2019-07-02 09:58:54,,,,,,,
1599,2019-07-02 10:21:13,,,,,,,,
1600,2019-07-02 11:41:59,2019-07-02 11:36:10,,,,,,,
1601,2019-07-02 12:55:07,2019-07-02 12:49:52,,,,,,,
1602,2019-07-02 13:40:02,,,,,,,,
1603,2019-07-02 14:42:19,,,,,,,,
1604,2019-07-02 15:40:45,2019-07-02 15:31:52,,,,,,,
1605,2019-07-02 16:12:58,,,,,,,,
1606,2019-07-02 16:57:37,,,,,,,,
1607,2019-07-02 17:39:21,,,,,,,,
1608,2019-07-02 18:41:01,2019-07-02 18:29:36,,,,,,,
1609,2019-07-02 19:14:46,,,,,,,,
1610,2019-07-02 20:15:50,2019-07-02 20:05:38,,,,,,,
1611,2019-07-02 20:41:29,,,,,,,,
1612,2019-07-02 21:21:53,2019-07-02 21:15:05,,,,,,,
1613,2019-07-02 22:07:07,,,,,,,,
1614,2019-07-02 22:30:01,2019-07-02 22:23:18,,,,,,,
1615,2019-07-02 23:02:33,2019-07-02 23:02:33,,,,,,,
1616,2019-07-03 00:39:49,2019-07-03 00:02:28,,,,,,,
1617,2019-07-03 01:31:42,,,,,,,,
1618,2019-07-03 02:22:53,2019-07-03 02:17:53,,,,,,,
1619,2019-07-03 02:41:39,2019-07-03 02:37:20,,,,,,,
1620,2019-07-03 03:24:45,2019-07-03 03:15:17,,,,,,,
1621,2019-07-03 04:08:37,2019-07-03 03:56:35,,,,,,,
1622,2019-07-03 04:51:13,2019-07-03 04:47:43,,,,,,,
1623,2019-07-03 05:54:20,2019-07-03 05:46:51,,,,,,,
1624,2019-07-03 06:36:23,,,,,,,,
1625,2019-07-03 07:01:58,2019-07-03 06:54:27,,,,,,,
1626,2019-07-03 07:32:00,2019-07-03 07:23:10,,,,,,,
1627,2019-07-03 08:12:26,,,,,,,,
1628,2019-07-03 08:40:27,,,,,,,,
1629,2019-07-03 09:35:41,,,,,,,,
1630,2019-07-03 10:07:53,2019-07-03 10:04:26,,,,,,,
1631,2019-07-03 10:50:32,2019-07-03 10:45:45,,,,,,,
1632,2019-07-03 11:41:35,,,,,,,,
1633,2019-07-03 12:12:10,2019-07-03 11:58:11,,,,,,,
1634,2019-07-03 12:35:42,2019-07-03 12:28:43,,,,,,,
1635,2019-07-03 13:00:25,,,,,,,,
1636,2019-07-03 13:54:52,2019-07-03 13:45:49,,,,,,,
1637,2019-07-03 14:23:05,2019-07-03 14:15:23,,,,,,,
1638,2019-07-03 15:03:54,2019-07-03 14:59:41,,,,,,,
1639,2019-07-03 15:49:53,2019-07-03 15:39:07,,,,,,,
1640,2019-07-03 16:42:24,2019-07-03 16:36:44,,,,,,,
1641,2019-07-03 17:25:31,,,,,,,,
1642,2019-07-03 18:25:24,2019-07-03 18:13:04,,,,,,,
1643,2019-07-03 19:14:01,,,,,,,,
1644,2019-07-03 20:28:00,,,,,,,,
1645,2019-07-03 21:20:23,,,,,,,,
1647,2019-07-03 22:41:58,,,,,,,,
1648,2019-07-03 23:27:13,,,,,,,,
1649,2019-07-04 00:16:49,,,,,,,,
1650,2019-07-04 00:45:04,,,,,,,,
1651,2019-07-04 02:04:22,,,,,,,,
1652,2019-07-04 02:59:10,,,,,,,,
1653,2019-07-04 05:02:01,,,,,,,,
1654,2019-07-04 05:34:22,2019-07-04 05:27:21,,,,,,,
1655,2019-07-04 06:15:36,2019-07-04 06:09:07,,,,,,,
1656,2019-07-04 07:01:40,,,,,,,,
1657,2019-07-04 07:40:08,2019-07-04 07:34:20,,,,,,,
1658,2019-07-04 07:49:47,,,,,,,,
1659,2019-07-04 08:35:26,,,,,,,,
1660,2019-07-04 08:57:29,,,,,,,,
1661,2019-07-04 09:35:07,,,,,,,,
1662,2019-07-04 10:10:16,,,,,,,,
1663,2019-07-04 10:44:16,,,,,,,,
1664,2019-07-04 11:22:06,,,,,,,,
1665,2019-07-04 12:04:17,,,,,,,,
1666,2019-07-04 12:56:47,2019-07-04 12:46:59,,,,,,,
1667,2019-07-04 14:00:31,2019-07-04 13:54:58,,,,,,,
1668,2019-07-04 14:49:12,2019-07-04 14:43:27,,,,,,,
1669,2019-07-04 15:30:57,2019-07-04 15:26:21,,,,,,,
1670,2019-07-04 16:26:00,2019-07-04 16:19:39,,,,,,,
1671,2019-07-04 17:22:08,2019-07-04 17:12:20,,,,,,,
1672,2019-07-04 18:03:46,2019-07-04 17:55:00,,,,,,,
1673,2019-07-04 18:55:14,2019-07-04 18:43:30,,,,,,,
1674,2019-07-04 19:28:01,2019-07-04 19:23:49,,,,,,,
1675,2019-07-04 20:04:54,2019-07-04 19:57:41,,,,,,,
1676,2019-07-04 20:46:16,2019-07-04 20:38:38,,,,,,,
1677,2019-07-04 21:22:07,2019-07-04 21:13:34,,,,,,,
1678,2019-07-04 22:08:13,2019-07-04 22:01:14,,,,,,,2019-07-04 21:52:41
1679,2019-07-04 23:38:02,2019-07-04 23:13:39,,,,,,,2019-07-04 23:02:08
1680,2019-07-05 00:11:28,2019-07-04 23:52:33,,,,,,,
1681,2019-07-05 00:44:55,2019-07-05 00:54:26,,,,,,,2019-07-05 00:44:55
1682,2019-07-05 02:05:55,2019-07-05 01:56:58,,,,,,,
1683,2019-07-05 03:30:43,2019-07-05 03:22:09,,,,,,,
1684,2019-07-05 04:34:55,2019-07-05 04:11:14,,,,,,,
1685,2019-07-05 05:21:50,2019-07-05 05:19:20,,,,,,,2019-07-05 05:14:22
1686,2019-07-05 05:54:25,2019-07-05 05:50:42,,,,,,,2019-07-05 05:40:57
1687,2019-07-05 06:57:32,,,,,,,,
1688,2019-07-05 07:50:05,,,,,,,,
1689,2019-07-05 14:07:29,,,,,,,,
1690,2019-07-05 14:45:35,,,,,,,,
1691,2019-07-05 15:25:02,2019-07-05 15:15:52,,,,,,,
1692,2019-07-05 16:09:39,2019-07-05 16:02:31,,,,,,,
1693,2019-07-05 16:46:22,2019-07-05 16:38:57,,,,,,,
1694,2019-07-05 17:21:33,2019-07-05 17:15:21,,,,,,,
1695,2019-07-05 17:50:46,2019-07-05 17:43:26,,,,,,,
1696,2019-07-05 18:34:49,2019-07-05 18:23:21,,,,,,,
1697,2019-07-05 19:03:55,,,,,,,,
1698,2019-07-05 19:45:51,,,,,,,,
1699,2019-07-05 20:20:28,,,,,,,,
1700,2019-07-05 20:48:19,,,,,,,,
1701,2019-07-05 21:19:30,,,,,,,,
1702,2019-07-05 22:10:05,,,,,,,,
1703,2019-07-05 23:12:08,2019-07-05 23:05:08,,,,,,,
1704,2019-07-06 00:07:03,,,,,,,,
1705,2019-07-06 00:25:25,,,,,,,,
1706,2019-07-06 00:57:34,,,,,,,,
1707,2019-07-06 01:51:01,,,,,,,,
1708,2019-07-06 02:35:43,,,,,,,,
1709,2019-07-06 03:30:51,2019-07-06 03:24:48,,,,,,,
1710,2019-07-06 04:18:05,,,,,,,,
1711,2019-07-06 05:04:04,2019-07-06 04:58:35,,,,,,,
1712,2019-07-06 05:57:32,,,,,,,,
1713,2019-07-06 06:23:09,,,,,,,,
1714,2019-07-06 06:49:27,2019-07-06 06:41:52,,,,,,,
1715,2019-07-06 07:24:57,,,,,,,,
1716,2019-07-06 07:58:36,2019-07-06 07:49:41,,,,,,,
1717,2019-07-06 08:47:01,,,,,,,,
1718,2019-07-06 09:54:37,,,,,,,,
1719,2019-07-06 10:11:41,,,,,,,,
1720,2019-07-06 11:51:01,2019-07-06 11:47:57,,,,,,,
1721,2019-07-06 12:15:45,,,,,,,,
1722,2019-07-06 13:17:04,2019-07-06 13:10:53,,,,,,,
1723,2019-07-06 13:56:48,2019-07-06 13:44:06,,,,,,,
1724,2019-07-06 14:29:34,2019-07-06 14:18:50,,,,,,,
1725,2019-07-06 15:03:03,,,,,,,,
1726,2019-07-06 15:51:32,,,,,,,,
1727,2019-07-06 16:45:08,,,,,,,,
1728,2019-07-06 18:01:27,,,,,,,,
1729,2019-07-06 18:52:02,,,,,,,,
1730,2019-07-06 19:46:02,,,,,,,,
1731,2019-07-06 20:21:52,,,,,,,,
1732,2019-07-06 20:50:12,,,,,,,,
1733,2019-07-06 21:24:33,,,,,,,,
1734,2019-07-06 21:55:14,,,,,,,,
1735,2019-07-06 22:32:49,,,,,,,,
1736,2019-07-06 22:58:17,,,,,,,,
1737,2019-07-06 23:21:48,,,,,,,,
1738,2019-07-06 23:48:10,,,,,,,,
1739,2019-07-07 00:15:46,,,,,,,,
1740,2019-07-07 00:48:59,,,,,,,,
1741,2019-07-07 01:25:09,,,,,,,,
1742,2019-07-07 02:03:55,,,,,,,,
1749,2019-07-07 07:35:46,2019-07-07 07:26:06,,,,,,,
1750,2019-07-07 08:05:23,,,,,,,,
1751,2019-07-07 09:04:42,,,,,,,,
1752,2019-07-07 15:17:43,,,,,,,,
1753,2019-07-07 15:53:38,,,,,,,,
1754,2019-07-07 16:35:32,,,,,,,,
1755,2019-07-07 17:39:29,2019-07-07 17:35:35,,,,,,,
1756,2019-07-07 19:10:02,2019-07-07 19:06:25,,,,,,,
1757,2019-07-07 20:27:16,2019-07-07 20:24:28,,,,,,,
1759,2019-07-07 22:21:42,2019-07-07 22:15:12,,,,,,,
1760,2019-07-07 23:53:43,2019-07-07 23:45:34,,,,,,,
1761,2019-07-08 01:19:22,2019-07-08 01:12:22,,,,,,,
1762,2019-07-08 02:39:11,2019-07-08 02:28:03,,,,,,,
1763,2019-07-08 02:56:58,,,,,,,,
1764,2019-07-08 03:42:43,,,,,,,,
1765,2019-07-08 04:26:18,2019-07-08 04:19:33,,,,,,,
1766,2019-07-08 04:45:04,2019-07-08 04:45:04,,,,,,,
1767,2019-07-08 05:41:12,,,,,,,,
1768,2019-07-08 06:16:23,2019-07-08 06:04:32,,,,,,,
1769,2019-07-08 06:38:09,2019-07-08 06:28:00,,,,,,,
1770,2019-07-08 06:59:47,,,,,,,,
1771,2019-07-08 07:42:59,,,,,,,,
1772,2019-07-08 08:17:54,,,,,,,,
1773,2019-07-08 09:02:30,2019-07-08 08:59:48,,,,,,,
1774,2019-07-08 09:48:26,,,,,,,,
1775,2019-07-08 10:11:02,,,,,,,,
1776,2019-07-08 10:50:01,,,,,,,,
1777,2019-07-08 11:25:11,,,,,,,,
1778,2019-07-08 12:10:11,,,,,,,,
1779,2019-07-08 12:37:25,,,,,,,,
1780,2019-07-08 13:43:57,,,,,,,,
1781,2019-07-08 14:17:05,,,,,,,,
1782,2019-07-08 14:49:52,,,,,,,,
1783,2019-07-08 15:29:30,2019-07-08 15:26:34,,,,,,,
1784,2019-07-08 15:51:33,,,,,,,,
1785,2019-07-08 16:29:31,2019-07-08 16:21:50,,,,,,,
1786,2019-07-08 17:14:53,2019-07-08 17:07:45,,,,,,2019-07-08 16:56:51,
1787,2019-07-08 19:39:46,2019-07-08 19:27:09,,,,,,,
1788,2019-07-08 21:09:15,2019-07-08 20:55:47,,,,,,,
1789,2019-07-08 21:57:58,,,,,,,,
1790,2019-07-08 22:22:03,,,,,,,,
1791,2019-07-08 23:14:08,,,,,,,,
1792,2019-07-08 23:39:35,,,,,,,,
1793,2019-07-09 00:30:25,,,,,,,,
1794,2019-07-09 02:00:47,,,,,,,,
1795,2019-07-09 02:39:27,,,,,,,,
1796,2019-07-09 03:17:27,,,,,,,,
1797,2019-07-09 04:01:44,,,,,,,,
1798,2019-07-09 04:40:52,,,,,,,,
1799,2019-07-09 05:22:05,,,,,,,,
1800,2019-07-09 06:02:54,,,,,,,,
1801,2019-07-09 06:52:55,,,,,,,,
1802,2019-07-09 07:40:12,,,,,,,,
1803,2019-07-09 09:11:20,,,,,,,,
1804,2019-07-09 10:28:09,,,,,,,,
1805,2019-07-09 11:08:33,,,,,,,,
1806,2019-07-09 13:10:07,,,,,,,,
1807,2019-07-09 13:53:14,,,,,,,,
1808,2019-07-09 14:36:47,,,,,,,,
1809,2019-07-09 16:42:25,,,,,,,,
1810,2019-07-09 17:22:27,,,,,,,,
1811,2019-07-09 18:04:09,,,,,,,,
1812,2019-07-09 18:37:07,,,,,,,,
1813,2019-07-09 19:49:56,,,,,,,,
1814,2019-07-09 20:20:15,,,,,,,,
1815,2019-07-09 21:13:42,,,,,,,,
1816,2019-07-09 22:10:51,,,,,,,,
1819,2019-07-10 00:44:19,,,,,,,,
1820,2019-07-10 01:51:57,,,,,,,,
1821,2019-07-10 03:06:08,2019-07-10 03:02:41,,,,,,,
1822,2019-07-10 04:22:34,2019-07-10 04:16:59,,,,,,,
1823,2019-07-10 04:44:53,,,,,,,,
1824,2019-07-10 05:41:10,,,,,,,,
1825,2019-07-10 06:16:39,,,,,,,,
1826,2019-07-10 06:52:24,,,,,,,,
1827,2019-07-10 07:21:43,,,,,,,,
1828,2019-07-10 09:07:08,,,,,,,,
1829,2019-07-10 10:31:57,,,,,,,,
1830,2019-07-10 11:36:23,2019-07-10 11:23:28,,,,,,,
1831,2019-07-10 12:20:01,2019-07-10 12:12:14,,,,,,,
1832,2019-07-10 12:46:08,2019-07-10 12:38:23,,,,,,,
1833,2019-07-10 13:23:37,2019-07-10 13:15:11,,,,,,,
1834,2019-07-10 14:03:17,2019-07-10 13:56:08,,,,,,,
1835,2019-07-10 14:27:37,2019-07-10 14:22:50,,,,,,,
1837,2019-07-10 16:00:10,,,,,,,,
1838,2019-07-10 16:42:18,,,,,,,,
1839,2019-07-10 18:32:29,2019-07-10 18:25:03,2019-07-10 18:21:05,,,,,,
1840,2019-07-10 19:28:53,2019-07-10 19:24:24,2019-07-10 19:02:13,,,,,,
1841,2019-07-10 20:19:58,2019-07-10 20:15:06,2019-07-10 20:08:55,,,,,,
1842,2019-07-10 20:53:39,,,,,,,,
1843,2019-07-10 21:40:00,,,,,,,,
1844,2019-07-10 22:07:50,2019-07-10 21:54:55,,,,,,,
1845,2019-07-10 22:50:54,,,,,,,,
1846,2019-07-10 23:34:21,,,,,,,,
1847,2019-07-11 00:21:02,2019-07-11 00:16:14,,,,,,,
1848,2019-07-11 01:15:08,2019-07-11 01:08:45,,,,,,,
1849,2019-07-11 01:43:09,,,,,,,,
1850,2019-07-11 02:26:49,,,,,,,,
1851,2019-07-11 02:58:20,,,,,,,,
1852,2019-07-11 03:17:20,,,,,,,,
1853,2019-07-11 04:09:07,,,,,,,,
1854,2019-07-11 05:24:06,2019-07-11 05:17:27,,,,,,,
1855,2019-07-11 06:37:22,,,,,,,,
1856,2019-07-11 07:50:36,,,,,,,,
1857,2019-07-11 09:09:39,,,,,,,,
1858,2019-07-11 09:55:53,2019-07-11 09:43:05,,,,,,,
1859,2019-07-11 10:15:26,,,,,,,,
1860,2019-07-11 10:40:44,,,,,,,,
1861,2019-07-11 11:16:50,,,,,,,,
1862,2019-07-11 12:15:33,2019-07-11 12:07:57,,,,,,,
1863,2019-07-11 12:58:52,2019-07-11 12:52:11,,,,,,,
1864,2019-07-11 13:55:40,2019-07-11 13:48:19,,,,,,,
1865,2019-07-11 15:16:19,2019-07-11 15:05:01,,,,,,,
1866,2019-07-11 16:07:36,2019-07-11 16:04:23,,,,,,,
1867,2019-07-11 17:32:09,2019-07-11 17:24:40,,,,,,,
1868,2019-07-11 18:19:46,2019-07-11 18:10:15,2019-07-11 18:01:03,,,,,,
1869,2019-07-11 19:19:11,,2019-07-11 19:03:45,,,,,,
1870,2019-07-11 20:17:17,2019-07-11 20:08:55,,,,,,,
1871,2019-07-11 21:01:16,2019-07-11 20:49:28,,,,,,,
1872,2019-07-11 21:48:36,,,,,,,,
1873,2019-07-11 22:45:59,,,,,,,,
1874,2019-07-11 23:56:57,,,,,,,,
1875,2019-07-12 01:06:36,2019-07-12 00:59:59,,,,,,,
1876,2019-07-12 01:40:39,2019-07-12 01:33:34,,,,,,,
1877,2019-07-12 02:11:09,2019-07-12 02:04:02,,,,,,,
1878,2019-07-12 02:50:30,,,,,,,,
1879,2019-07-12 04:11:51,,,,,,,,
1880,2019-07-12 07:31:45,,,,,,,,
1881,2019-07-12 10:33:08,,,,,,,,
1882,2019-07-12 14:08:25,,,,,,,,
1883,2019-07-12 15:29:14,,,,,,,,
1884,2019-07-12 16:29:20,,,,,,,,
1885,2019-07-12 17:40:33,,,,,,,,
1886,2019-07-12 18:21:26,,,,,,,,
1887,2019-07-12 19:17:19,,,,,,,,
1888,2019-07-12 20:17:25,,,,,,,,
1889,2019-07-12 21:04:47,,,,,,,,
1890,2019-07-12 22:28:18,,,,,,,,
1891,2019-07-12 23:03:24,,,,,,,,
1892,2019-07-13 00:09:21,,,,,,,,
1893,2019-07-13 00:58:52,,,,,,,,
1894,2019-07-13 01:51:25,,,,,,,,
1895,2019-07-13 02:20:59,,,,,,,,
1896,2019-07-13 02:57:51,,,,,,,,
1897,2019-07-13 03:29:28,,,,,,,,
1898,2019-07-13 05:24:10,,,,,,,,
1899,2019-07-13 06:32:14,,,,,,,,
1900,2019-07-18 05:22:13,2019-07-18 05:13:27,,,,,,,
1901,2019-07-18 09:08:21,2019-07-18 09:01:07,,,,,,,
1902,2019-07-18 10:28:03,,,,,,,,
1903,2019-07-18 11:07:11,,,,,,,,
1904,2019-07-18 12:49:01,,,,,,,,
1905,2019-07-18 13:47:51,,,,,,,,
1906,2019-07-18 15:16:24,,,,,,,,
1907,2019-07-18 16:49:27,,,,,,,,
1908,2019-07-18 18:29:24,,,,,,,,
1909,2019-07-18 19:40:00,2019-07-18 19:21:00,,,,,,,
1910,2019-07-18 21:03:13,,,,,,,,
1911,2019-07-18 21:21:09,,,,,,,,
1912,2019-07-18 22:46:46,,,,,,,,
1913,2019-07-19 00:01:01,,,,,,,,
1914,2019-07-19 02:14:58,,,,,,,,
1915,2019-07-19 04:11:00,2019-07-19 04:06:28,2019-07-19 04:01:03,,,,,,
1916,2019-07-19 05:11:59,2019-07-19 05:08:54,2019-07-19 05:01:12,,,,,,
1917,2019-07-19 05:57:49,,2019-07-19 05:51:49,,,,,,
1918,2019-07-19 06:44:40,,,,,,,,
1919,2019-07-19 07:33:41,2019-07-19 07:24:20,,,,,,,
1920,2019-07-19 08:37:21,,,,,,,,
1921,2019-07-19 09:50:53,,,,,,,,
1922,2019-07-19 10:39:57,,,,,,,,
1923,2019-07-19 12:23:32,2019-07-19 12:18:47,,,,,,,
1924,2019-07-19 13:33:42,2019-07-19 13:24:03,,,,,,,
1925,2019-07-19 15:00:00,,,,,,,,
1926,2019-07-19 16:05:35,,,,,,,,
1927,2019-07-19 17:33:51,2019-07-19 17:21:24,,,,,,,
1928,2019-07-19 18:50:05,2019-07-19 18:44:28,,,,,,,
1929,2019-07-19 19:24:09,,,,,,,,
1930,2019-07-19 19:53:20,,,,,,,,
1931,2019-07-19 20:48:52,,,,,,,,
1932,2019-07-19 21:50:10,2019-07-19 21:32:54,,,,,,,
1933,2019-07-19 23:01:37,,,,,,,,
1934,2019-07-20 00:32:05,,,,,,,,
1935,2019-07-20 01:01:34,,,,,,,,
1936,2019-07-20 01:48:13,,,,,,,,
1937,2019-07-20 03:02:35,,,,,,,,
1938,2019-07-20 04:13:47,,,,,,,,
1939,2019-07-20 05:38:15,,,,,,,,
1940,2019-07-20 07:28:40,2019-07-20 07:19:34,,,,,,,
1941,2019-07-20 09:26:10,,,,,,,,
1942,2019-07-20 11:08:39,,,,,,,,
1943,2019-07-20 13:59:17,,,,,,,,
1944,2019-07-20 14:50:01,2019-07-20 14:37:41,,,,,,,
1945,2019-07-20 16:17:06,,,2019-07-20 16:11:26,,,,,
1947,2019-07-20 20:05:44,,,,,,,,
1948,2019-07-20 23:30:32,,,2019-07-20 23:21:17,,,,,
1949,2019-07-21 00:06:10,,,,,,,,
1950,2019-07-21 01:48:36,,,,,,,,
1951,2019-07-21 03:19:09,,,,,,,,
1952,2019-07-21 04:31:54,,2019-07-21 04:23:54,,,,,,
1953,2019-07-21 04:55:05,,,,,,,,
1954,2019-07-21 06:29:20,2019-07-21 06:16:51,,,,,,,
1955,2019-07-21 07:20:05,2019-07-21 07:04:50,,,,,,,
1956,2019-07-21 07:54:07,2019-07-21 07:45:10,,,,,,,
1957,2019-07-21 08:31:25,2019-07-21 08:23:09,,,,,,,
1958,2019-07-21 10:47:15,2019-07-21 10:14:55,2019-07-21 10:04:47,,,,,,
1959,2019-07-21 15:02:17,2019-07-21 14:55:57,,,,,,,
1960,2019-07-21 18:29:58,,,,,,,,
1961,2019-07-21 21:25:10,,,,,,,,
1962,2019-07-21 22:24:44,,,,,,,,
1963,2019-07-21 23:40:14,,,,,,,,
1964,2019-07-22 00:34:28,,,,,,,,
1965,2019-07-22 01:15:44,2019-07-22 01:12:04,,,,,,,
1966,2019-07-22 02:54:11,,,,,,,,
1967,2019-07-22 03:44:53,2019-07-22 03:35:19,,,,,,,
1968,2019-07-22 04:33:52,,,,,,,,
1969,2019-07-22 05:08:44,2019-07-22 05:04:00,,,,,,,
1970,2019-07-22 05:58:58,,,,,,,,
1971,2019-07-22 06:40:12,,,,,,,,
1972,2019-07-22 07:16:18,2019-07-22 07:07:48,,,,,,,
1973,2019-07-22 07:46:59,,,,,,,,
1974,2019-07-22 08:08:24,2019-07-22 08:08:24,,,,,,,
1975,2019-07-22 08:59:29,2019-07-22 08:45:09,,,,,,2019-07-22 08:33:41,
1976,2019-07-22 10:22:47,2019-07-22 10:12:10,,,,,,2019-07-22 10:05:30,
1980,2019-07-22 13:10:47,,,,,,,,
1981,2019-07-22 14:23:52,,,,,,,,
1982,2019-07-22 16:38:50,2019-07-22 16:33:05,,,,,,,
1983,2019-07-22 17:43:07,,,,,,,,
1984,2019-07-22 18:54:13,,,,,,,,
1985,2019-07-22 19:37:45,,,,,,,,
1986,2019-07-22 20:44:20,,,,,,,,
1987,2019-07-22 22:20:03,,,,,,,,
1988,2019-07-22 23:05:29,,,,,,,,
1989,2019-07-22 23:51:23,,,,,,,,
1990,2019-07-23 01:13:38,2019-07-23 01:07:55,,,,,,,
1991,2019-07-23 01:47:01,,,,,,,,
1992,2019-07-23 02:31:45,,,,,,,,
1993,2019-07-23 03:46:49,,,,,,,,
1994,2019-07-23 04:52:50,2019-07-23 04:45:29,,,,,,,
1995,2019-07-23 06:08:33,2019-07-23 05:55:22,,,,,,,
1996,2019-07-23 07:09:12,,,,,,,,
1997,2019-07-23 08:10:15,,,,,,,,
1998,2019-07-23 09:03:38,,,,,,,,
1999,2019-07-23 09:42:24,,,,,,,,
2000,2019-07-23 10:51:54,2019-07-23 10:40:19,,,,,,,
2001,2019-07-23 12:31:23,,,,,,,,
2002,2019-07-23 14:42:27,2019-07-23 14:36:30,,,,,,,
2003,2019-07-23 15:43:15,,,,,,,,
2004,2019-07-23 17:11:36,,,,,,,,
2005,2019-07-23 17:44:02,,,,,,,,
2006,2019-07-23 18:50:29,,,,,,,,
2007,2019-07-23 20:24:41,2019-07-23 20:17:03,,,,,,,
2008,2019-07-23 21:24:27,,,,,,,,
2009,2019-07-23 22:41:08,,,,,,,,
2011,2019-07-24 00:19:33,,,,,,,,
2012,2019-07-24 01:00:49,,,,,,,,
2013,2019-07-24 01:41:27,2019-07-24 01:36:29,,,,,,,
2014,2019-07-24 02:23:25,2019-07-24 02:17:35,,,,,,,
2015,2019-07-24 03:04:41,2019-07-24 02:56:52,,,,,,,
2016,2019-07-24 03:30:26,,,,,,,,
2017,2019-07-24 04:10:16,2019-07-24 04:04:15,,,,,,,
2018,2019-07-24 04:54:07,2019-07-24 04:39:32,,,,,,,
2019,2019-07-24 05:53:49,,,,,,,,
2020,2019-07-24 07:00:44,2019-07-24 06:50:00,,,,,,,
2021,2019-07-24 08:05:20,2019-07-24 07:57:08,,,,,,,
2022,2019-07-24 08:33:17,,,,,,,,
2023,,2019-07-24 09:11:30,,,,,,,
2024,2019-07-24 09:40:14,,,,,,,,
2025,2019-07-24 10:34:50,2019-07-24 10:34:50,,,,,,,
2026,2019-07-24 11:04:30,,,,,,,,
2027,2019-07-24 11:48:14,2019-07-24 11:43:24,,,,,,,
2028,2019-07-24 12:44:01,2019-07-24 12:37:20,,,,,,,
2029,2019-07-24 13:19:24,,,,,,,,
2030,2019-07-24 14:20:45,,,,,,,,
2032,2019-07-24 15:04:56,,,,,,,,
2033,2019-07-24 16:26:42,2019-07-24 16:13:30,,,,,,,
2034,2019-07-24 17:22:43,,,,,,,,
2035,2019-07-24 18:55:32,2019-07-24 18:47:47,,,,,,,
2036,2019-07-24 20:17:23,2019-07-24 20:04:48,,,,,,,
2037,2019-07-24 20:43:15,,,,,,,,
2038,2019-07-24 21:32:08,2019-07-24 21:23:25,,,,,,,
2039,2019-07-24 21:52:02,,,,,,,,
2040,2019-07-24 22:43:11,2019-07-24 22:37:08,,,,,,,
2041,2019-07-24 23:17:09,2019-07-24 23:08:34,,,,,,,
2042,2019-07-24 23:47:11,,,,,,,,
2044,2019-07-25 01:01:21,,,,,,,,
2045,2019-07-25 01:34:17,,,,,,,,
2046,2019-07-25 03:19:47,,,,,,,,
2047,2019-07-25 04:14:24,,,,,,,,
2048,2019-07-25 05:48:55,2019-07-25 05:43:05,,,,,,,
2049,2019-07-25 06:27:13,,,,,,,,
2050,2019-07-25 07:31:20,2019-07-25 07:13:07,,,,,,,
2051,2019-07-25 07:56:45,,,,,,,,
2052,2019-07-25 08:51:13,,,,,,,,
2053,2019-07-25 09:50:53,,,,,,,,
2054,2019-07-25 10:21:33,2019-07-25 10:14:03,,,,,,,
2055,2019-07-25 11:10:22,,,,,,,,
2056,2019-07-25 11:59:48,2019-07-25 11:47:37,,,,,,,
2057,2019-07-25 12:20:41,,,,,,,,
2058,2019-07-25 13:09:01,2019-07-25 12:58:02,,,,,,,
2059,2019-07-25 13:26:19,,,,,,,,
2060,2019-07-25 14:50:21,,,,,,,,
2061,2019-07-25 15:28:33,,,,,,,,
2062,2019-07-25 16:36:50,,,,,,,,
2063,2019-07-25 17:32:58,,,,,,,,
2064,2019-07-25 18:19:33,,,,,,,,
2065,2019-07-25 19:05:06,,,,,,,,
2066,2019-07-25 20:14:45,,,,,,,,
2067,2019-07-25 21:15:57,,,,,,,,
2068,2019-07-25 23:26:18,2019-07-25 23:18:39,,,,,,,
2069,2019-07-26 00:20:40,,,,,,,,
2070,2019-07-26 01:05:34,2019-07-26 00:59:12,,,,,,,
2071,2019-07-26 01:42:53,,,,,,,,
2072,2019-07-26 02:13:58,2019-07-26 02:05:12,,,,,,,
2073,2019-07-26 02:57:01,2019-07-26 02:46:52,,,,,,,
2074,2019-07-26 03:33:38,,,,,,,,
2075,2019-07-26 04:12:14,,,,,,,,
2076,2019-07-26 04:40:21,,,,,,,,
2077,2019-07-26 05:15:44,,,,,,,,
2078,2019-07-26 05:48:41,,,,,,,,
2079,2019-07-26 06:30:44,2019-07-26 06:22:55,,,,,,,
2080,2019-07-26 07:20:19,2019-07-26 07:14:37,,,,,,,
2081,2019-07-26 07:49:23,2019-07-26 07:40:18,,,,,,,
2082,2019-07-26 08:25:20,2019-07-26 08:19:41,,,,,,,
2083,2019-07-26 09:01:38,,,,,,,,
